entity,fmeasure_rel,fmeasure_norel,ndcg,map_rel,map_norel
<http://dbpedia.org/resource/Terrorist_Threats>,0.2166666666666667,0.218421052631579,0.8200685179888283,0.12083333333333333,0.06733024691358025
<http://dbpedia.org/resource/Time_(Dave_Clark_album)>,0.4833333333333334,0.4833333333333334,0.6777277508780453,0.2243518518518518,0.27837962962962964
<http://dbpedia.org/resource/Wide_Awake_Drunk>,0.5833333333333334,0.5833333333333334,0.9216017310213245,0.4545899470899471,0.3891732804232804
<http://dbpedia.org/resource/A._Scott_Sloan>,0.1666666666666667,0.1666666666666667,0.5868720866710774,0.054027777777777786,0.09424603174603174
<http://dbpedia.org/resource/Juhan_Muks>,0.4666666666666666,0.47105263157894733,0.642923523403608,0.21392857142857144,0.24724794238683123
<http://dbpedia.org/resource/Lucy_Ward_(musician)>,0.13333333333333333,0.13333333333333333,0.28481420121376444,0.043253968253968246,0.024642857142857143
<http://dbpedia.org/resource/Pe_Maung_Tin>,0.19999999999999998,0.20175438596491227,0.4950940324881553,0.04188492063492063,0.07648148148148147
<http://dbpedia.org/resource/Roque_Ceruti>,0.3666666666666667,0.39249512670565306,0.9305687780632227,0.17457671957671958,0.2099537037037037
<http://dbpedia.org/resource/2013_Gulf_Cup_of_Nations>,0.41666666666666674,0.41666666666666674,0.7164850636933812,0.1827777777777778,0.2083465608465608
<http://dbpedia.org/resource/Battle_of_Sampur>,0.3166666666666667,0.3333333333333333,0.9266360779006398,0.15619047619047619,0.198015873015873
<http://dbpedia.org/resource/Battle_of_Zacatecas_(1914)>,0.5666666666666667,0.5666666666666667,1.0,0.3523015873015873,0.4707010582010582
<http://dbpedia.org/resource/Convoy_HX_156>,0.5333333333333333,0.5333333333333333,0.8899541168509599,0.3656415343915344,0.3844642857142857
<http://dbpedia.org/resource/Raid_on_Griessie>,0.19999999999999998,0.19999999999999998,0.8603818544462509,0.11166666666666665,0.07001984126984127
<http://dbpedia.org/resource/Ayrovo>,0.48333333333333334,0.48333333333333334,1.0,0.277473544973545,0.2578042328042328
<http://dbpedia.org/resource/Fleckistock>,0.2833333333333333,0.3,0.7564477297898765,0.11694444444444442,0.12055555555555554
<http://dbpedia.org/resource/Henlow>,0.4166666666666667,0.4166666666666667,0.914856882358379,0.2761177248677249,0.2694907407407407
"<http://dbpedia.org/resource/North_Haledon,_New_Jersey>",0.25,0.26666666666666666,0.7241528458281337,0.11851851851851852,0.10436507936507937
<http://dbpedia.org/resource/Tchonoro>,0.4166666666666667,0.43333333333333335,1.0,0.22642195767195764,0.23714285714285713
<http://dbpedia.org/resource/Gerbil_mouse>,0.5666666666666667,0.6052631578947368,0.9266360779006398,0.466031746031746,0.3364587007642563
<http://dbpedia.org/resource/Gonyosoma_hodgsoni>,0.3333333333333333,0.3666666666666667,0.6410457898283652,0.20935185185185182,0.17398809523809525
<http://dbpedia.org/resource/Lineatriton_orchimelas>,0.38333333333333336,0.4000000000000001,0.7799082337019198,0.15125,0.1701851851851852
<http://dbpedia.org/resource/Nemapogon_nigralbella>,0.39999999999999997,0.39999999999999997,1.0,0.28921296296296295,0.23222222222222222
<http://dbpedia.org/resource/Schistura_jarutanini>,0.3833333333333333,0.40438596491228074,0.8512360941594274,0.17802248677248678,0.2549375367430923
<http://dbpedia.org/resource/Can_U_Get_wit_It>,0.25000000000000006,0.2923976608187135,0.7885497208855956,0.1353174603174603,0.12311507936507936
<http://dbpedia.org/resource/Kaalpurush>,0.3166666666666667,0.37368421052631584,0.9216017310213245,0.1708333333333333,0.1549096119929453
<http://dbpedia.org/resource/Silence_Is_Easy_(song)>,0.25,0.25623781676413254,0.5964984284535196,0.07867063492063493,0.08053626543209876
<http://dbpedia.org/resource/The_Honolulu_Advertiser>,0.25,0.25,0.6078421520159136,0.13129629629629627,0.13296957671957674
<http://dbpedia.org/resource/You_Better_Run>,0.2166666666666667,0.2221247563352827,0.8006937664098821,0.11415343915343913,0.08998677248677249
