entity,fmeasure_rel,fmeasure_norel,ndcg,map_rel,map_norel
<http://dbpedia.org/resource/Eastern_Sumatran_rhinoceros>,0.2833333333333334,0.2956140350877193,0.50881976272894,0.08954365079365079,0.10603689006466784
<http://dbpedia.org/resource/Enallagma_truncatum>,0.3666666666666667,0.3833333333333333,0.7948833326720566,0.2137037037037037,0.18399470899470902
<http://dbpedia.org/resource/Lepiota_helveola>,0.25,0.25,1.0,0.05884259259259259,0.06476190476190476
<http://dbpedia.org/resource/Lygodium_microphyllum>,0.1166666666666667,0.19317738791423003,0.579782773204422,0.030317460317460316,0.04997060552616108
<http://dbpedia.org/resource/Ovophis>,0.4333333333333334,0.43596491228070183,1.0,0.2917526455026455,0.20755511463844797
<http://dbpedia.org/resource/Rubus_arizonensis>,0.48333333333333334,0.48333333333333334,1.0,0.24052910052910056,0.3612962962962963
<http://dbpedia.org/resource/Siamese_mud_carp>,0.38333333333333336,0.3868421052631579,0.9363792118010483,0.1797222222222222,0.19447383891828338
<http://dbpedia.org/resource/Trachelipus_dimorphus>,0.6333333333333333,0.6333333333333333,0.9363792118010483,0.3802777777777777,0.5004100529100529
<http://dbpedia.org/resource/Foppt_den_Dämon!>,0.5166666666666667,0.5385964912280702,0.9363792118010483,0.32101851851851854,0.3635949441504997
<http://dbpedia.org/resource/Hey_Boy_(Teddybears_song)>,0.11666666666666668,0.11929824561403508,0.31833954895937194,0.029484126984126977,0.046825396825396826
<http://dbpedia.org/resource/King_of_the_Mountain_(film)>,0.10000000000000002,0.10000000000000002,0.6410457898283652,0.032407407407407406,0.061111111111111116
<http://dbpedia.org/resource/Our_Leading_Citizen_(1939_film)>,0.4000000000000001,0.4000000000000001,0.4760705018418427,0.16957671957671958,0.279702380952381
<http://dbpedia.org/resource/Simon_(2004_film)>,0.4666666666666666,0.4666666666666666,1.0,0.2519841269841269,0.25003968253968256
<http://dbpedia.org/resource/Sketchy_EP_1>,0.48333333333333334,0.5350877192982456,1.0,0.30694444444444446,0.31444444444444447
<http://dbpedia.org/resource/Sky_(Faye_Wong_album)>,0.3333333333333333,0.3333333333333333,0.7631925784528222,0.15259259259259259,0.12195767195767197
<http://dbpedia.org/resource/Sting_Me>,0.1666666666666667,0.17660818713450296,0.5774250016294136,0.07267195767195768,0.05130070546737212
<http://dbpedia.org/resource/The_Crowd_Snores>,0.3666666666666667,0.38947368421052636,0.8611375561264455,0.2752380952380952,0.2137801293356849
<http://dbpedia.org/resource/Touch_of_Death_(1961_film)>,0.5833333333333334,0.5833333333333334,1.0,0.4043187830687831,0.31300925925925926
<http://dbpedia.org/resource/Ashot_I_of_Iberia>,0.13333333333333336,0.15175438596491228,0.5388856921828065,0.02630952380952381,0.05662037037037037
<http://dbpedia.org/resource/Cindy_Mackey>,0.1166666666666667,0.11754385964912284,0.23690530871965648,0.05023148148148149,0.03133156966490299
<http://dbpedia.org/resource/Edmund_Smith_Conklin>,0.5,0.5,1.0,0.4081018518518518,0.2650793650793651
<http://dbpedia.org/resource/Fabrice_Gautrat>,0.05000000000000001,0.0842105263157895,0.3724928669383441,0.02291666666666667,0.02030864197530864
<http://dbpedia.org/resource/Hiroshi_Mori_(writer)>,0.18333333333333335,0.18333333333333335,0.15139734109600997,0.05681216931216931,0.04248677248677249
<http://dbpedia.org/resource/Momchil_Tsvetanov>,0.18333333333333335,0.18333333333333335,0.476846588700353,0.06805555555555556,0.04417989417989418
<http://dbpedia.org/resource/Najmadin_Shukr_Rauf>,0.26666666666666666,0.27017543859649124,0.6117748521784964,0.10674603174603174,0.09953703703703703
<http://dbpedia.org/resource/Storme_Warren>,0.18333333333333335,0.2666666666666667,0.5645441593704201,0.09087301587301588,0.10103174603174603
<http://dbpedia.org/resource/Svyatoslav_Tanasov>,0.25,0.25087719298245614,1.0,0.09265873015873016,0.18118386243386242
<http://dbpedia.org/resource/William_Anthony_Hughes>,0.18333333333333335,0.21666666666666667,1.0,0.1165674603174603,0.0928174603174603
<http://dbpedia.org/resource/1960_Glover_Trophy>,0.2833333333333333,0.39210526315789473,0.8611375561264455,0.24152777777777776,0.22130952380952382
<http://dbpedia.org/resource/1967_Italian_Grand_Prix>,0.25000000000000006,0.39999999999999997,0.866947989864271,0.14955026455026457,0.27249999999999996
<http://dbpedia.org/resource/2008_Copa_América_–_FIFA_Futsal>,0.4666666666666666,0.4666666666666666,1.0,0.3218055555555555,0.24935185185185182
